nro_cliente,sum_fact,sum_duracion
92,1083.3994,210
89,503.7831365,567.4371005
93,423.0425415,21.23182121
94,1179.899,30
96,236.259896,188.0606136
95,669.5432362,522.4722288
97,678.7407772,314.096587
99,218.4837769,452.5309936
100,187.073571,383.4565886
101,366.1020768,408.3556568
98,1080.551442,42.05945031
103,136.6815642,340.8855352
104,966.035404,676.0193144
102,404.7622416,40.35109855
105,885.3632236,524.7187638
106,188.4969417,208.4681547
108,917.7228134,230.8773826
107,562.3446672,123.1510327
110,301.1843911,243.9504091
111,2058.138044,67.93612238
109,417.3421742,549.794939
114,918.74146,30
113,291.4585269,504.5050206
115,167.6358963,229.2626771
112,783.3836919,59.25024729
117,297.8077114,253.3727247
116,257.810014,440.6241716
118,1074.305158,25.87614654
120,722.8920566,289.5379023
119,276.948557,115.5207722
122,391.043351,553.8910256
121,37.92553656,383.3368703
123,234.1991112,19.11704067
124,663.4173561,301.0186364
127,636.6098224,412.9752143
125,271.6970597,192.4143186
126,438.0379734,47.81161673
131,1354.5684,806
128,217.8374425,626.4050615
129,1014.085161,452.2961693
130,949.795717,437.4268632
132,185.744517,89.78129085
133,876.9219571,479.5847877
134,660.843033,10.74206415
135,435.0421641,600.6611088
136,141.0376635,204.5294163
137,697.092795,271.7372053
139,199.160788,402.2481896
138,1419.378765,646.7909865
140,453.5729387,647.6150441
141,748.0932433,62.917914
143,1095.459506,476.5069237
145,7.86595886,114.77381
142,843.4341749,125.6427538
144,478.2828913,132.705535
146,673.2488396,41.96025217
149,722.8331487,334.0613152
150,730.2175129,22.67530129
151,102.7235538,278.591573
148,255.5763887,651.9543145
147,1015.385732,482.6203706
152,528.7608032,456.5303583
153,413.9338942,467.3437678
159,929.6203465,162.7563817
155,500.247362,470.9146679
154,411.9076844,33.27750321
160,731.0369703,359.2048122
161,1097.709548,350.5606228
157,1672.423381,116.4068889
163,475.6534679,25.79802624
158,3222.40386,271
156,396.7875924,577.6029229
162,570.2036858,17.21464266
165,753.4307437,580.8369335
164,582.8281467,430.3764289
166,807.2589245,22.52008362
168,429.0749272,84.76471937
169,714.3878579,76.68288781
167,818.4309492,60.23166948
172,877.7325758,557.9565818
171,570.6530485,571.1662738
170,651.3771892,414.3296973
176,291.6671611,583.9789357
173,924.9422991,498.1657573
174,847.5758,30
175,1549.23525,53
177,353.3621,285
178,26.15005121,481.4277444
179,1716.734443,86.86470273
180,631.11698,793
182,389.6978011,342.676714
183,212.0501347,309.366982
185,1420.03593,89.28552465
184,1215.95837,36.49795067
181,604.2294122,191.450824
190,781.1503935,213.87018
189,350.8191686,380.7364393
188,547.4511332,403.8099159
186,613.8060187,321.2026599
187,525.3258597,623.2695553
192,892.6643017,339.0688862
194,1087.961737,298.8032729
191,624.9895211,599.0492777
193,287.8825894,618.5185471
195,831.5237585,299.7923488
196,706.1599747,423.8956714
197,183.2791212,439.4819981
200,462.3014041,470.258028
199,936.4431074,446.0518673
198,386.8375563,106.6878951
201,625.3539876,133.3137176
206,1001.728465,90.92116501
202,994.9201448,450.987648
205,525.7984319,557.7963629
203,811.4156044,680.4435972
207,234.4663075,543.435836
208,759.036126,132.5416985
204,46.00450349,436.5670578
209,274.7126372,617.8566015
210,652.3733226,399.9254569
211,626.8329108,39.24107033
212,24.48066182,113.4175519
214,4389.48384,932
213,885.9820937,298.0967697
215,570.2252763,631.424873
218,939.6719315,676.6981093
219,981.2251026,600.255598
216,1043.871134,261.3282409
217,459.0621434,180.3821036
221,959.7479804,368.8795848
220,388.76435,30
222,843.1809049,316.2908543
223,268.3789476,467.9473767
224,804.3851268,362.7372741
225,1.544655295,214.2614605
227,501.1477963,380.8709938
229,665.9661109,378.8772887
228,318.8426122,381.4481924
226,998.8388875,608.3904386
230,673.3802456,526.5838942
231,919.5999786,494.6768413
234,317.5537226,413.8289355
233,843.3307406,346.898328
232,665.3490946,608.7975725
236,977.9202107,416.1973618
238,854.469678,633.7532602
235,383.4779834,393.4425075
237,964.5396724,328.2167681
239,163.2819539,326.4920456
241,447.3360841,420.1998215
240,432.4697285,68.0361354
243,114.2570461,529.2642202
242,2212.817649,351.8900934
245,318.698345,441.4403233
244,653.8136987,91.39765781
247,997.2570861,459.8921734
250,998.4176934,4.933753687
248,889.3431035,308.4150852
249,625.8131897,524.0458772
251,578.80584,30
246,1217.878539,15.94950804
255,132.3956513,272.3759182
252,361.1326148,519.0861579
253,63.65735481,430.2227278
254,730.077335,33.85251403
256,124.8439941,395.8923935
258,468.2315306,286.1314536
259,907.2387865,61.35469315
257,786.3642504,598.2047002
261,308.6453824,14.34451315
260,439.5355093,89.09305937
265,158.1284961,569.600362
264,1219.580147,353.1738744
267,1483.96153,57.70345232
268,636.0468498,478.8938931
263,415.7972349,378.4884955
262,516.0685535,440.2183124
266,836.5195088,628.3760926
272,79.19800104,389.0922894
270,127.209707,635.5075967
271,940.2587637,267.2463793
269,750.9816304,200.6287264
273,345.7901027,339.1449384
274,756.2581628,526.1038545
275,497.9076523,489.857023
276,505.1793379,320.9062754
277,1701.413305,83.30378588
278,797.7603964,635.7603271
280,536.7979071,545.1272469
279,183.318594,358.9911259
281,245.6237273,572.206352
282,348.1051647,230.6597003
283,838.1235545,566.7822152
284,307.9356164,415.3405353
285,608.309991,601.2854768
286,436.4563663,22.6335421
288,145.4313077,453.3522322
289,2216.303586,163.9803246
287,1095.741301,146.9569068
290,633.2882656,475.5966151
291,482.6256778,330.1292732
293,344.38956,180
292,462.9511692,443.9371756
294,78.49477525,397.1437023
299,75.64053542,246.838915
296,862.7448867,186.6729527
301,109.3784873,424.7842302
302,555.1301987,639.6801999
298,460.305577,138.1563576
300,472.6784986,570.1327898
295,2044.442629,560.0441367
297,363.1580163,353.7196103
304,2574.0808,5316
303,1106.773906,631.7953513
307,773.6635837,265.5253221
306,195.6308898,38.18020487
309,509.591,99
308,434.8541524,232.4899227
305,659.5742581,638.9770733
310,282.6509604,8.200648818
312,847.5758,30
311,787.8983843,268.3986815
313,96.52007147,18.87004253
314,1219.193142,444.1711825
315,883.2884823,98.47362445
318,348.4631944,188.9810295
317,779.1451498,175.9548406
320,1145.958278,649.9987985
316,244.3916394,375.5848955
319,847.5758,60
321,1306.707299,678.889529
326,1827.502921,115.9750488
323,132.1893986,56.18471215
325,923.9830469,218.167348
322,302.705309,74.71585989
324,422.9960734,363.1888143
327,791.2777486,124.1620704
328,809.9633583,119.8927276
330,412.9117829,427.6897986
329,471.2672787,598.5860257
336,685.2492129,190.5768693
334,828.3432646,490.6593698
335,958.564447,292.847155
332,16.88049465,538.6389289
331,542.21104,30
333,175.7126361,152.1602407
339,2183.448313,95.45172067
338,882.1382395,377.7780191
337,737.2329051,526.9040055
340,333.8513477,77.15852139
341,1063.163024,4.156320337
342,1309.746763,611.1138507
344,4595.1978,278
343,506.4196754,647.6573562
345,673.6229372,454.486597
347,374.493877,350.769671
350,4255.7538,278
351,158.2431355,181.396448
349,476.2464446,623.1998944
352,264.3751033,505.2340555
353,571.6367074,245.3040741
348,747.7461402,633.6808121
346,235.6085108,652.7911474
356,97.56531696,421.8874512
358,209.7779572,128.4451336
359,744.8664104,435.4200259
357,395.04512,482.6889085
355,708.2352352,346.3985803
354,655.4277793,453.4493031
360,224.3857876,185.3899799
361,433.1262566,447.0548173
362,31.44042293,247.0928706
363,1093.592332,203.4514984
364,446.8095938,67.49133374
369,966.5582376,66.69561061
365,981.8733074,647.7980048
371,227.715,30
370,812.8344881,258.0147099
366,847.5758,97
372,3.751231195,333.6213081
368,643.1495047,523.8461907
373,132.4207156,25.15297701
367,280.9831408,136.0550682
374,770.0378854,280.7574827
377,646.6461796,566.4600406
376,537.5091793,270.9215718
379,457.7684915,7.356434784
378,164.0215523,313.2023757
380,381.0658795,188.9884059
375,1052.061017,52.19069246
381,438.286561,497.1402215
382,858.3333818,563.6324717
383,1003.228037,552.8515339
384,845.2871895,454.9613959
385,850.8582759,135.6028329
394,701.3233851,464.3268311
387,757.4400742,348.0835089
389,159.9765839,555.9717129
390,1630.6584,1117
393,474.0271733,206.1768334
386,52.36051498,347.6028907
388,728.2556084,533.7479888
395,1070.068002,665.1156344
392,907.3377484,653.2313201
391,294.6654883,278.6208726
396,1045.19196,114.5659851
398,343.9249276,42.81050205
397,493.9667782,353.6653817
399,1371.226448,505.6509822
401,697.6576177,149.5440953
400,99.51020359,432.8562408
404,1092.868695,438.6473865
403,885.3469189,361.2205866
405,790.8373,60
402,336.4666441,282.7577568
409,847.7130771,513.5195084
407,961.0529,259
408,431.0580532,537.5179293
406,573.2900189,170.5191995
410,188.1825689,256.8898344
412,59.09481196,272.2772436
411,1242.363827,210.6852734
413,649.8367712,444.8565505
414,508.3356253,210.9501518
415,607.8659977,273.6711871
416,543.4477079,419.2098766
417,1279.489749,270.4685167
419,352.8394689,626.4602236
418,1088.092044,520.1648947
421,3540.7262,30
420,754.4828682,320.9072278
422,683.6245288,652.8068567
424,833.3552361,624.3401695
423,1397.431755,32.44964088
425,344.9277199,72.72789693
427,453.81992,623.7100976
426,1054.365628,556.3130252
430,2122.447494,42.48489793
428,526.491523,312.340627
431,886.3310535,580.5758697
432,620.2121678,260.7137873
433,999.4769972,426.311058
429,1270.017677,680.0213354
434,615.9250481,245.8605294
439,1110.630421,13.804258
438,1363.674962,261.1318107
436,1012.321299,49.83062663
435,276.6129899,633.5960738
437,758.1654682,268.3354155
440,92.45508326,514.0076938
442,960.9203456,346.1157352
441,132.8235459,256.7805095
443,93.83597576,621.7567513
444,880.1372171,303.0239902
446,399.5983883,431.8651757
447,866.5628035,592.6457406
445,309.9928295,359.3580769
448,321.1865643,519.8106728
450,284.3725,30
453,864.8010197,445.1203886
449,694.4091476,481.951554
451,870.8497815,263.3058239
452,1021.590213,346.1380351
454,666.9283928,636.5025727
455,747.6648057,42.9947039
458,150.0249722,1.367740687
461,308.8590249,331.5515798
456,1336.529244,675.1901961
457,634.4878445,617.7223119
460,429.6678983,242.8143339
459,901.3883659,230.3574012
462,1185.375428,281.6754613
463,217.7422618,144.9303391
464,237.7392884,579.8383033
467,1031.347048,288.9250011
465,600.6232997,304.7928759
466,808.3599857,575.0728679
468,516.9162903,288.2665409
469,988.3421296,667.3202203
471,583.6162173,133.9675258
470,1057.136415,19.42169216
473,216.4314206,459.5891821
472,642.5320923,259.4400742
474,1079.0377,286.5350331
475,2826.2068,301
478,96.9869697,28.02974083
477,711.95748,240
476,1055.501738,58.62796317
479,719.5960019,529.4865121
480,1008.469816,492.3714172
483,1459.393902,29.72349015
484,575.5836337,360.8638242
482,332.037,60
481,873.8745249,136.4144514
485,753.725438,114.4631059
488,613.4769262,495.7541734
486,39.29989826,213.835059
487,883.1589508,531.0731565
489,452.121876,535.441372
490,673.4578601,213.7620953
491,879.7663279,215.8022543
495,864.7370751,434.6255329
494,69.42183456,513.4658338
492,737.2366147,51.53516647
493,1613.528767,155.9603349
496,1882.727009,240.993211
497,897.0118061,426.7454417
499,461.2794158,186.8683359
498,352.9397808,387.5048778
501,823.3071945,342.0710977
502,1028.326295,643.5363608
500,2476.4683,329
503,887.0858961,58.00454681
504,441.6190544,83.62312074
505,480.4349363,212.7208652
506,858.5513599,82.55561749
509,485.5194613,127.8717126
508,594.0509371,517.8985442
507,229.0956877,301.838375
511,917.1419644,297.123311
510,697.7616372,415.1438021
513,591.4930014,95.64307297
512,1037.376103,409.1117764
516,20.10885318,151.5420577
514,378.1364892,363.4919195
515,918.0957492,72.10442345
517,20.08378949,274.1891953
518,388.0047411,261.5062463
520,944.148413,528.1613371
521,871.0198891,189.6597666
519,656.4973799,284.7345487
522,1189.395504,173.4091737
524,922.3370341,601.1972593
525,1003.187774,213.3035696
527,949.1483029,337.3047653
523,638.5751736,274.5320938
526,631.1732392,276.2012108
528,393.0663354,565.5313936
529,1716.027956,169.8873182
531,1169.024693,643.7703197
530,636.603153,313.434439
532,571.3822869,478.5803797
533,996.2766913,52.22003124
534,403.1684663,383.8764921
535,970.1399408,286.5996031
536,318.9147714,142.2749589
537,918.9453877,574.4317771
538,95.67555513,325.3952033
541,26.10795203,461.9359594
540,1009.778372,49.68463904
539,198.6185788,65.14117017
542,34.01230521,556.4931739
545,1072.148054,638.7345249
544,188.559745,377.2541232
546,975.8325192,149.8989346
543,431.5511909,132.0982564
547,821.2717795,302.7695545
549,225.8765569,383.5553419
548,428.911891,352.8455779
551,774.8872941,538.2789314
550,469.5159915,586.5047974
552,5.165231023,170.0654186
553,100.0989333,363.9452827
555,993.4895638,648.0323695
556,207.7564669,183.7963267
557,602.0372,245
554,421.4281,30
558,690.8355447,379.0834498
560,358.9889915,208.5871568
559,92.43386821,183.6849156
561,1494.293681,314.0544634
563,606.3512396,284.0134935
564,606.6910375,527.5552569
569,723.4481709,510.0718381
562,1627.776698,307.4635723
568,999.4399699,530.8086705
566,626.6241467,115.3209331
565,284.0288701,37.43361231
573,181.6814901,648.7951752
571,832.3797353,227.2055011
572,1040.965963,55.29661259
570,1161.426973,387.9948371
575,213.1373395,605.2269397
567,182.3591168,28.98994631
574,225.1983084,188.27454
577,672.967656,432.8254847
578,1202.909169,218.8106792
581,766.6315923,154.2969076
576,948.2599935,459.9957001
582,565.5124417,464.3786929
583,205.6610899,509.2456893
580,819.9578,174
584,947.4151704,645.0930647
579,1099.46106,157.6112359
586,685.7315249,435.1122283
585,753.3638938,567.5665814
588,999.3472397,303.9675848
587,312.8244772,102.6410829
589,390.7574963,516.0224376
590,2119.376627,188.4823108
591,1088.426225,481.9076275
592,1053.5933,670.5404142
593,539.3999588,217.889151
595,138.492509,263.0511958
594,566.4341416,401.3792577
597,857.1199928,342.2970254
596,1098.147086,20.89343372
598,460.799925,432.5650568
601,195.4370833,409.5670655
602,710.1471687,100.3278725
599,816.17328,236.9240848
600,788.040673,368.9713943
603,1776.366814,150.5995448
605,3.883591919,538.7111502
604,1005.624616,44.59562179
606,209.6601437,157.4904953
607,541.0092601,520.5456941
608,99.04655276,631.6024616
610,11.15157553,432.5641473
611,1076.203156,589.7155967
612,976.4221192,547.1133682
609,233.2473859,149.5837753
614,919.3147779,27.59585553
613,1271.3637,403
615,218.9348222,607.3354741
616,252.4107161,388.4670724
618,1196.981029,65.5079093
617,789.9277221,398.0287623
619,813.67272,46
620,476.8561997,213.0298939
621,180.524443,435.1219848
622,1066.484469,674.7368461
624,1419.503012,595.6242496
626,352.1520799,349.7645964
623,1612.774397,119.9861209
625,1060.17588,24.3876523
627,912.8162109,254.6083221
628,2198.230757,62.61360153
631,835.0486313,264.5782575
630,1106.587526,384.3013386
629,1288.600825,84.57955194
633,24.27781673,525.5000697
632,364.7394376,492.2056183
634,158.132376,42.79002604
635,915.9545351,371.2572283
637,17.61804362,341.9950263
639,475.3330454,674.8418423
638,1110.604944,205.2870764
640,350.5600847,466.2005687
636,21.71861413,344.1366717
642,1279.326463,28.55388886
644,10.76536985,611.0690988
643,523.3131057,172.4444285
645,407.3727229,638.0348024
641,894.50809,563.0197432
646,21.15544552,7.094102692
649,899.8696055,84.79891922
647,914.8715981,59.47349452
648,72.09598854,368.4129745
651,605.9384496,430.5576479
650,1040.609738,579.7891799
652,1045.019208,654.3067787
653,925.3258259,458.2768742
654,831.2381837,119.5074932
655,1040.564105,254.3878425
656,843.8923921,613.9595578
657,395.846967,96.50975888
661,979.0288761,472.7720893
658,423.793,736
664,404.6342896,417.7243848
659,705.3542646,201.7196949
660,181.3940468,669.8524758
663,163.5731641,352.0810294
667,677.873531,27.82527604
662,829.3152045,352.7953033
665,187.290413,632.7242549
668,604.1695319,547.4932161
666,441.3199498,115.3037461
670,227.0194466,341.9455549
669,1089.1175,100.7961192
671,1564.843583,92.47976494
673,141.561178,325.9663237
672,723.2638699,514.0842219
674,779.8154506,496.5716205
675,679.1671,72
676,1541.509324,352.3442475
680,12.15226028,426.002485
679,524.0154357,298.3738843
677,277.171422,397.5709372
681,118.8751968,155.101168
678,505.2358813,34.63003997
683,0.8181957053,409.4262429
682,247.9562692,139.9654832
684,1520.202027,395.4773661
685,325.7882187,219.8679557
686,2247.21,392
688,830.3168278,344.5207577
690,1894.279643,209.8276461
687,1095.961665,162.621245
689,782.64836,273
691,512.3866198,462.7678925
692,106.2630249,230.4507421
693,818.0006307,314.2481907
695,261.4250619,201.0944637
694,990.6897361,457.7921531
696,361.8873105,408.170909
697,1463.728108,293.0171195
699,605.1287826,669.6008021
698,2791.1995,1041
701,828.786023,414.315971
700,990.7600394,485.9692976
703,374.1084603,133.6851784
702,810.5184724,466.3871454
704,1144.466353,452.4706754
705,702.7981212,245.1516047
706,143.1643629,72.27415533
708,394.3952844,383.580376
707,2090.11581,259.8983338
710,1262.970429,671.5730084
709,942.9262731,14.08406139
711,1142.364529,369.9909431
712,729.8038133,587.2874389
715,979.3500721,610.9828846
713,2180.80718,144.4417907
714,487.0981939,372.360311
717,122.7813769,209.5633812
716,1156.424494,296.5674328
718,895.6656546,248.5564132
721,33.22573241,72.74979244
719,78.54389848,40.93992003
722,49.38065865,492.0280269
720,441.5650433,470.586751
723,505.8296315,361.9838564
725,70.97517005,19.8022184
724,1990.56536,155
726,564.3323092,205.9607571
728,43.69316762,66.818051
727,468.8942172,23.85054203
729,897.6723156,128.8135838
730,218.0071967,53.44992516
731,555.0285555,252.5526379
732,456.564854,454.4367491
734,581.1313467,638.9756799
733,684.3086689,137.5462184
736,63.28195869,495.3288076
738,976.0432433,250.0408851
735,92.61996709,317.0631213
737,1593.138322,61.6797739
739,1024.14338,828
740,307.1039958,469.0298946
741,624.5799467,148.7429209
744,705.7700712,281.5896357
742,214.6596883,258.3315575
743,611.359931,377.2557268
746,14.88904644,210.374921
745,325.0691131,542.6465376
747,1383.608692,104.2236978
749,833.7463964,477.4548077
748,1001.04679,479.9774589
750,933.8861049,485.0669737
751,309.3556082,22.58297306
753,647.7830558,303.945986
752,972.825824,490.5754779
754,607.6269903,308.1706522
757,80.71082871,171.6773323
756,370.2097306,466.9747381
755,1236.7673,60
758,932.6805289,632.2075784
759,844.7617687,499.7334118
761,91.41776697,258.4342143
760,160.025934,589.6033628
762,675.2023048,393.3996454
763,180.314898,534.1878353
766,809.3288651,281.6581115
764,19.61384925,546.4475903
765,3390.3032,466
769,306.811201,149.8998571
767,212.3785993,76.04615735
768,1312.083477,536.8983074
772,1020.401082,363.6922286
770,497.8311695,409.2277255
771,723.9217066,375.2288913
773,930.7201482,544.1193768
774,17.35850769,77.81520975
778,1657.902037,290.9310967
777,1796.805504,601.4184112
775,616.3129816,11.75214751
776,459.9598763,368.9303828
779,951.6932147,137.9114378
783,1289.941826,471.2623883
782,651.1919458,77.74733128
780,474.3822189,112.9233424
781,824.6124947,329.8587988
784,1388.430928,621.9430999
785,37.18887126,595.9914432
789,829.0516422,208.7447241
787,950.6210495,535.736784
788,171.8618989,186.8838198
786,584.2963916,408.9131986
791,600.5879567,299.7250668
790,506.3242337,42.79184974
793,996.7823654,198.6935462
792,1834.199345,658.4738004
794,795.5073711,383.6964954
795,205.1713038,490.0608984
796,767.9237623,551.6954268
797,808.6515887,584.4787058
798,1306.226703,441.1696994
799,286.2713469,260.205915
801,396.7776338,95.94278548
800,97.40208873,592.7166499
803,324.218492,169.8662235
804,956.3595684,20.38691047
806,272.1359033,237.5882031
805,188.2158592,59.53133516
802,1412.229031,279.0549531
807,1204.311895,493.3683883
810,755.4171149,96.3743494
809,545.8802279,162.8428782
808,764.8493617,652.7087253
811,744.3917682,586.0603514
813,256.020097,66.68447403
814,610.9118483,372.2239039
812,857.3975396,138.8168991
815,706.7242,30
816,853.035251,364.2213101
817,780.3780836,508.865837
819,435.4127778,308.4360647
820,872.2952949,108.7184829
818,847.5758,85
821,602.0372,30
822,146.509877,167.876707
824,289.2332228,372.0990283
823,110.7617365,438.8471219
826,1045.414604,383.2512288
827,17387.4288,3158
828,1271.3637,75
825,9915.0888,3398
830,875.4963808,293.9098336
829,1074.58359,406.6108919
831,583.1342099,124.9811406
832,608.6473938,148.6381516
835,729.044466,646.250062
838,3084.26547,1545
833,578.3281623,517.4063267
836,836.3755969,423.5394181
837,1004.715155,537.8950666
834,2011.6957,398
841,528.2327697,360.9865863
840,237.8544939,351.9605276
839,1245.839228,324.0165098
843,1761.947778,277.8979243
842,905.0308864,531.5600482
844,645.3745082,94.72645091
846,364.6755096,441.2503105
845,620.3878939,499.7694885
849,830.5592467,89.56787336
847,811.6442749,217.6317137
848,350.5094326,440.3004851
850,410.8286408,523.4709377
852,339.4576348,121.3868063
851,930.2798073,304.541767
856,1513.377694,218.780305
853,843.1853693,625.6811343
860,644.4608885,470.7180178
857,111.0948443,656.9513034
861,1206.420694,447.2855601
863,213.4255077,582.1225254
854,311.9421815,387.7564283
855,733.8260653,194.4902429
859,400.7201631,174.3552227
858,1261.179153,300.6155151
864,146.9768822,112.8476524
862,179.3814029,135.6515692
865,642.0585864,145.9716703
866,2524.46792,1080
867,1225.145349,564.4774451
868,955.3194761,139.6277858
869,731.81878,382.5506609
871,343.5385333,53.96791504
870,17.50829682,116.2100357
872,733.5816267,531.4266852
874,417.3276737,30.06418249
873,998.1417441,648.393962
876,603.0310128,619.4359066
879,1009.473012,541.9960081
875,883.1183828,648.1732597
878,247.209025,373.8859883
877,848.0629,179
882,991.4344573,444.5743058
883,3708.0177,7548
880,965.1897249,61.10405496
881,653.7214051,559.4411156
884,525.3907438,226.3077971
886,1241.030287,496.466798
885,879.9114761,141.326538
887,202.0704344,412.5730536
888,95.74341208,105.7084513
890,290.016,30
889,646.7766256,306.9027079
891,987.3648109,192.5415351
892,732.7894083,648.9834679
894,1220.804407,101.543917
893,6196.9305,788
895,2093.741131,21.13799657
896,926.7271508,271.69433
897,1414.666074,83.96006286
899,18.41472744,278.1673179
902,65.90236028,389.2505402
898,1527.528217,272.8974383
900,608.5928589,279.112252
901,605.2518226,353.0456512
903,732.5381393,403.3464752
904,1079.389036,73.02557583
906,2508.15864,391
907,900.8683088,37.43429392
905,442.5892373,324.692874
908,1550.913871,171.7065061
909,1266.946772,110.534524
912,666.5569387,502.0124575
910,861.9657975,579.6676581
911,83.89894358,552.7270903
913,481.6677972,339.2813435
914,514.0669067,24.22320133
915,13.36145364,388.2279696
916,154.8060393,408.3663594
918,444.8968656,502.8454601
917,1426.513341,632.2892214
919,721.0376784,122.8993157
921,217.8162952,396.0005813
923,980.8195213,157.8098176
920,198.4037501,9.953343265
922,900.6841331,138.3806289
924,813.5729257,399.5733826
925,475.5940348,42.18963086
926,821.4938609,534.6513781
931,720.439941,168.1768932
930,849.5157045,395.583466
927,574.2244477,205.7211544
928,579.1432378,137.9989937
933,120.1129167,17.08200009
932,513.8237582,104.1896269
929,611.347382,26.36489067
934,791.53956,30
935,1239.979429,22.72576559
936,824.9466611,96.54145399
937,762.4991456,288.296272
938,544.5893003,501.2237712
941,802.4319318,215.659048
939,304.0933375,153.2309762
940,8.266960121,600.6500663
944,212.764561,580.764318
943,1378.700661,210.1976402
945,239.3115125,40.88760027
946,874.4835137,581.2137993
942,293.4596321,134.3902117
947,1233.395748,652.5324881
948,82.95373921,440.6978455
949,1009.592227,459.4065306
951,558.4222269,549.1428731
950,131.9326498,400.9493276
952,810.6544349,680.6636368
955,566.0958851,534.1386546
953,1150.264665,409.6134561
954,167.8385039,518.6910333
956,346.2052512,11.28303901
957,986.8632703,281.6533847
959,377.3055904,373.7616992
958,913.6336584,272.8093043
963,1425.714191,29.96030359
964,1011.42224,350.2161643
960,114.0425221,509.6887938
961,1818.94193,398
965,859.2443572,222.8411445
966,671.8623293,378.8205189
962,191.0145153,33.28876474
967,1208.313472,277.2317302
968,834.6797792,268.9158456
969,521.6608692,425.5367393
971,275.9372764,591.8803278
972,1050.752917,661.4927014
970,372.6649012,84.86523563
973,539.227609,408.0543009
976,758.311671,268.3289547
974,983.1457791,208.3257419
975,1486.719078,606.5967118
977,269.0851156,202.1436888
978,767.2556666,1.623858889
979,1098.862563,321.039965
980,961.1404273,412.8265763
982,1256.792933,455.5985643
981,150.6348683,364.1322231
983,926.8092769,443.1571355
986,613.8160146,276.697175
984,357.9536232,466.047643
985,178.0942729,631.9961332
987,686.960685,148.0632047
988,921.9591958,347.998533
990,1204.0744,124
992,274.973285,30.24204773
989,327.2040256,137.9442096
991,80.44913772,32.82095321
993,1185.295496,537.2480617
994,385.8789485,113.791148
995,524.2923087,410.0609484
998,1007.82041,410.8254266
997,1420.838129,450.1205516
1000,419.9191393,374.9633705
996,376.0735911,635.0694051
999,734.80316,30
1002,49.90131881,260.1798903
1004,1028.190377,372.8919049
1001,597.5234615,602.411331
1003,355.3656925,631.6368536
1005,1297.589049,119.8771381
1006,1152.014293,175.4981136
1007,482.3382,240
1009,1016.502275,494.5931103
1012,918.6714284,59.05571482
1008,1395.078933,474.531296
1011,459.9186979,656.1277123
1010,535.3103027,337.7057819
1013,221.1212381,511.3875425
1014,2140.106855,446.2561028
1017,704.7257477,327.8527252
1016,1019.265515,607.7961192
1015,642.1519564,606.121175
1018,363.9749808,567.9915655
1020,457.998005,572.1151564
1019,577.3684637,653.7297954
1021,233.2683713,530.0261765
1023,381.2630242,222.7638796
1025,110.4286425,391.2232264
1024,556.3789834,13.6020671
1022,710.0935662,117.4541549
1026,1609.611692,151.9603295
1028,273.6088975,534.0675484
1027,875.960927,429.3746408
1029,391.5494345,675.3241454
1030,256.1578236,209.3499088
