user_id,nro_cliente,install_time,platform,country_region,city,gender
10db30d6,64,2018-07-06 22:24:37,Android,Buenos Aires F.D.,Buenos Aires,male
10e0e50a,65,2018-07-02 23:37:17,Android,Buenos Aires,Mar del Tuyu,female
10e31731,66,2018-07-02 0:39:12,Android,Mendoza,Mendoza,female
10e537af,69,2018-07-02 20:44:42,Android,Buenos Aires F.D.,Villa Devoto,female
10e6dde5,67,2018-07-03 22:40:08,Android,Buenos Aires F.D.,Buenos Aires,male
10ead01a,68,2018-06-30 0:17:32,Android,Buenos Aires,San Fernando,female
10f20e02,70,2018-07-02 22:43:58,Android,Buenos Aires,Lomas de Zamora,female
10f5ed97,71,2018-07-02 23:19:15,Android,Buenos Aires,Hurlingham,female
10f6ad96,73,2018-06-30 2:54:11,Android,Buenos Aires,Lomas de Zamora,female
10f80896,75,2018-07-06 21:56:32,Android,Buenos Aires,General Villegas,male
11047fcb,72,2018-07-01 19:07:10,Android,Buenos Aires,Lanus,female
110c83bd,74,2018-07-03 14:03:39,Android,Chaco,Resistencia,female
110c8b4,77,2018-07-04 18:52:25,Android,Buenos Aires F.D.,Buenos Aires,male
110dad8e,76,2018-06-30 3:30:16,Android,Buenos Aires F.D.,Buenos Aires,female
110dd441,78,2018-07-02 22:36:45,Android,Cordoba,Arroyo Cabral,male
11112239,79,2018-07-05 16:27:47,Android,Chaco,Resistencia,female
1119ee1c,81,2018-07-03 12:39:27,Android,Buenos Aires,Vicente Lopez,male
11245d86,82,2018-07-01 22:30:16,Android,Mendoza,Rivadavia,female
11247830,83,2018-07-04 1:34:00,Android,Buenos Aires F.D.,Buenos Aires,male
1125de4c,84,2018-07-07 20:13:34,Android,Neuquen,Neuquén,male
1129101e,80,2018-07-02 20:17:41,Android,Buenos Aires F.D.,Floresta,female
112a000c,85,2018-07-07 1:01:02,Android,Buenos Aires F.D.,Buenos Aires,male
112a31d2,86,2018-07-04 1:27:04,Android,Cordoba,Córdoba,female
112f92de,87,2018-07-01 0:22:24,Android,Entre Rios,Concordia,female
1131b223,91,2018-07-02 11:09:39,Android,Buenos Aires,Avellaneda,male
1132b115,88,2018-07-05 1:47:36,Android,Cordoba,Córdoba,female
1137f33,90,2018-06-30 1:20:50,Android,Buenos Aires F.D.,Buenos Aires,female
113818fc,92,2018-07-02 2:44:35,Android,Buenos Aires,Jose Maria Ezeiza,female
11396317,89,2018-07-03 19:10:53,Android,Buenos Aires F.D.,Buenos Aires,female
113edb6d,93,2018-07-04 21:12:34,Android,Salta,Salta,male
11418763,94,2018-07-02 15:37:08,Android,Santa Fe,Rosario,female
114d9e2e,96,2018-07-01 3:57:32,Android,Santa Fe,Rafaela,male
114d9ff3,95,2018-07-02 15:43:23,Android,Buenos Aires,Mariano Acosta,male
1151350d,97,2018-07-02 17:56:11,Android,Buenos Aires,Wilde,female
11524db0,99,2018-07-06 4:25:45,Android,Mendoza,Mendoza,male
11595f7a,100,2018-06-30 18:04:12,Android,Chaco,Resistencia,female
115aaceb,101,2018-06-30 14:17:48,Android,Mendoza,Mendoza,female
115cf749,98,2018-06-30 3:58:02,Android,Buenos Aires,Ituzaingo,male
115d4baa,103,2018-06-30 15:17:52,Android,Buenos Aires,La Plata,female
115dd20d,104,2018-07-02 20:19:57,Android,Buenos Aires,Berazategui,female
115f0a0a,102,2018-07-04 22:59:17,Android,Buenos Aires,Boulogne,female
11646f97,105,2018-07-06 23:58:21,Android,Buenos Aires,Carmen de Areco,male
116b6b7a,106,2018-07-03 0:58:11,Android,Buenos Aires,La Plata,male
116be3f2,108,2018-07-02 11:05:26,Android,Misiones,Posadas,male
117286d3,107,2018-07-05 3:28:49,Android,Buenos Aires F.D.,Buenos Aires,female
117bafbf,110,2018-07-03 0:08:12,Android,Buenos Aires,Villa Ballester,male
117e9410,111,2018-07-06 6:06:32,Android,Buenos Aires,La Plata,male
118a2b92,109,2018-07-07 2:48:31,Android,Buenos Aires,San Carlos de Bolivar,male
118e5efd,114,2018-07-01 1:01:12,Android,Buenos Aires,Hurlingham,female
11928a7c,113,2018-07-06 19:13:31,Android,Buenos Aires F.D.,Buenos Aires,female
11963b9e,115,2018-07-06 15:41:39,Android,Buenos Aires,Lincoln,male
119b2f6d,112,2018-07-03 2:32:41,Android,Corrientes,Corrientes,male
119da942,117,2018-07-01 6:24:47,Android,Entre Rios,Villa Angelica,female
119df33f,116,2018-07-04 10:12:01,iOS,Buenos Aires,San Fernando,male
11a1db4f,118,2018-07-05 21:34:32,Android,San Luis,San Luis,female
11a1ea4d,120,2018-07-05 0:06:41,Android,Buenos Aires,Mercedes,male
11a72d08,119,2018-06-30 1:38:43,Android,Buenos Aires,Saladillo,female
11b66cb5,122,2018-07-05 23:19:07,Android,Entre Rios,Concordia,male
11b8fb31,121,2018-07-06 1:29:20,Android,Buenos Aires,Corti,male
11b94491,123,2018-07-05 10:36:38,Android,Buenos Aires,Mariano Moreno,male
11c06ea3,124,2018-07-04 19:58:24,Android,Entre Rios,Villa Angelica,female
11c0c73f,127,2018-07-01 15:59:55,Android,Buenos Aires,Mar del Plata,female
11c1ecc1,125,2018-07-06 15:36:14,Android,San Luis,Justo Daract,female
11c2ad52,126,2018-07-02 16:41:59,Android,Buenos Aires,Bragado,female
11cbca13,131,2018-07-03 21:36:33,iOS,Buenos Aires,Pilar,male
11d514a,128,2018-07-02 8:11:57,Android,Buenos Aires,Pilar,male
11d557b3,129,2018-07-02 0:18:05,Android,Misiones,Posadas,female
11d7c0ec,130,2018-07-05 19:02:13,iOS,Corrientes,Corrientes,male
11d84bb5,132,2018-07-06 14:19:25,Android,Buenos Aires F.D.,Buenos Aires,male
11d950e1,133,2018-07-06 3:41:18,Android,Tucuman,San Miguel de Tucumán,female
11d9bdfb,134,2018-07-01 19:00:27,Android,Salta,Salta,male
11db9440,135,2018-06-30 12:04:30,Android,Buenos Aires,Mariano Moreno,male
11e34cf5,136,2018-07-03 22:30:01,Android,Tucuman,Aguilares,female
11e6b070,137,2018-06-30 21:01:22,Android,Buenos Aires F.D.,Nunez,female
11e6d736,139,2018-07-06 3:06:31,Android,Entre Rios,Villa Angelica,female
11e9a8e4,138,2018-07-04 0:55:20,Android,Buenos Aires,Tandil,male
11ed87a7,140,2018-07-05 22:40:21,Android,Santa Fe,Canada Rica,female
11f04a65,141,2018-07-01 1:10:41,Android,Buenos Aires,La Plata,male
11f0573e,143,2018-07-07 17:12:06,Android,Buenos Aires F.D.,Villa Devoto,female
11f9494a,145,2018-07-01 3:11:30,Android,Buenos Aires,Isidro Casanova,male
11fc3dce,142,2018-07-01 1:17:29,Android,Corrientes,Corrientes,female
11fd071c,144,2018-07-01 19:54:34,Android,Mendoza,Mendoza,male
11fe7dfc,146,2018-07-02 19:44:03,Android,Cordoba,Córdoba,female
1.20E+10,149,2018-07-04 2:15:37,Android,Buenos Aires,Mar del Plata,female
12047f9e,150,2018-07-05 9:36:44,Android,Santa Cruz,Río Gallegos,female
120d379,151,2018-07-07 4:18:47,Android,Santiago del Estero,Santiago del Estero,female
120d9b73,148,2018-07-05 16:33:18,Android,Buenos Aires,Turdera,male
120dd721,147,2018-07-04 18:42:14,Android,La Rioja,La Rioja,male
1210c47c,152,2018-07-02 23:57:03,Android,Buenos Aires,Ituzaingo,female
1220e2aa,153,2018-07-02 3:01:47,Android,Buenos Aires F.D.,Buenos Aires,male
12267b41,159,2018-07-06 15:15:32,Android,Buenos Aires F.D.,Buenos Aires,male
122a2069,155,2018-07-07 20:54:17,Android,Santa Cruz,El Calafate,female
123adf74,154,2018-07-02 15:46:38,Android,San Luis,San Luis,male
1248b893,160,2018-07-05 19:57:27,Android,Tucuman,San Miguel de Tucumán,female
124aebd7,161,2018-07-02 19:19:43,iOS,Buenos Aires,San Miguel,male
124cdfd,157,2018-07-04 1:28:14,Android,Buenos Aires,Tandil,male
124ed11d,163,2018-07-01 17:16:12,Android,Misiones,Posadas,male
124fd8b5,158,2018-06-30 14:45:17,Android,Mendoza,Mendoza,female
1250da7c,156,2018-07-05 14:48:26,Android,Misiones,Posadas,female
1.26E+62,162,2018-07-03 0:58:09,Android,Chaco,Resistencia,female
125d3b77,165,2018-07-01 1:47:11,Android,Buenos Aires F.D.,Buenos Aires,female
12602259,164,2018-07-01 23:01:03,Android,Buenos Aires,Lanus,female
1260f317,166,2018-07-03 20:18:33,Android,Neuquen,Plottier,female
12617c6f,168,2018-07-01 1:29:34,Android,Buenos Aires,La Plata,female
12629c38,169,2018-06-30 18:54:47,Android,Buenos Aires,Bahía Blanca,male
126325cc,167,2018-07-02 5:35:55,Android,Cordoba,Córdoba,male
12649750,172,2018-07-05 2:15:56,Android,Buenos Aires,Juan Bautista Alberdi,female
1264bf6f,171,2018-07-03 3:18:25,Android,Entre Rios,Villa Angelica,male
1268ef2a,170,2018-06-30 17:09:13,Android,Tucuman,San Miguel de Tucumán,female
12719aa9,176,2018-07-05 6:23:03,Android,Mendoza,Godoy Cruz,female
1274ee2d,173,2018-06-30 19:59:30,Android,Mendoza,Godoy Cruz,male
1276257b,174,2018-06-30 5:03:33,Android,Chubut,Comodoro Rivadavia,female
1277ecfa,175,2018-07-02 19:06:53,Android,Corrientes,Corrientes,male
127c5b6c,177,2018-07-05 18:54:03,Android,Entre Rios,Chajari,female
12820652,178,2018-07-03 22:55:13,Android,Buenos Aires,Lomas de Zamora,male
1287dbfb,179,2018-07-06 2:17:23,Android,Buenos Aires,Pilar,female
1289bfcb,180,2018-07-02 4:06:20,Android,Corrientes,Corrientes,female
128de723,182,2018-07-06 21:59:47,Android,Formosa,Formosa,female
128dee33,183,2018-07-01 19:12:47,Android,Buenos Aires,Villa Ballester,female
128e00b5,185,2018-07-05 20:23:19,Android,Buenos Aires F.D.,Floresta,male
128ffcc5,184,2018-07-05 7:09:35,Android,Santa Fe,Rafaela,male
12918082,181,2018-07-05 2:15:37,Android,Cordoba,Córdoba,female
12959783,190,2018-07-03 22:51:06,Android,Chubut,Esquel,male
12a1be38,189,2018-06-30 13:51:08,Android,Buenos Aires,Mariano Moreno,male
12a41355,188,2018-07-02 1:37:12,Android,Buenos Aires F.D.,Buenos Aires,female
12a55771,186,2018-06-30 0:49:59,Android,Santiago del Estero,Santiago del Estero,female
12a824e1,187,2018-07-06 19:24:16,Android,Buenos Aires,Berazategui,male
12ae47c1,192,2018-07-02 14:25:55,Android,Catamarca,San Fernando del Valle de Catamarca,female
12b33952,194,2018-07-06 4:08:42,Android,Jujuy,San Salvador de Jujuy,male
12b9de,191,2018-07-04 17:07:42,Android,Buenos Aires F.D.,Buenos Aires,male
12b9f1ab,193,2018-07-02 20:59:41,Android,Misiones,Posadas,female
12c4a1f9,195,2018-07-02 8:11:31,Android,Buenos Aires F.D.,Buenos Aires,male
12c5ca38,196,2018-07-05 0:24:11,Android,Cordoba,Arroyo Cabral,female
12ca4f1,197,2018-07-01 4:00:57,Android,La Rioja,La Rioja,female
12cbbfac,200,2018-07-07 21:56:01,Android,Buenos Aires,Cerrito,female
12cfae72,199,2018-07-04 4:03:56,Android,Buenos Aires F.D.,Buenos Aires,female
12d496e7,198,2018-07-02 17:25:53,Android,Mendoza,San Martin,male
12d575e3,201,2018-07-06 0:53:08,Android,Buenos Aires,Isidro Casanova,male
12d60593,206,2018-07-01 16:51:19,Android,Buenos Aires F.D.,Buenos Aires,female
12daf8e,202,2018-07-03 0:55:07,Android,Buenos Aires,Burzaco,female
12e503af,205,2018-06-30 1:09:15,Android,Buenos Aires F.D.,Buenos Aires,male
12e7ceb6,203,2018-07-07 3:05:37,Android,Salta,Salta,female
12e996eb,207,2018-07-01 2:14:26,Android,Buenos Aires F.D.,Flores,male
12f0108a,208,2018-07-02 19:43:48,Android,San Juan,San Juan,female
12f0d93c,204,2018-07-03 18:41:28,Android,Buenos Aires,San Fernando,female
12f19f99,209,2018-07-05 2:44:15,Android,San Luis,Villa Mercedes,male
130175c,210,2018-07-03 22:04:21,iOS,Neuquen,Plottier,female
1304d167,211,2018-07-04 18:32:58,Android,Salta,Salta,male
1304d8f,212,2018-07-04 20:41:47,Android,Buenos Aires F.D.,Buenos Aires,female
1.31E+28,214,2018-06-30 1:59:58,Android,Buenos Aires,Mariano Moreno,female
1.31E+04,213,2018-07-07 22:43:42,Android,Buenos Aires,General Viamonte,male
130c2801,215,2018-07-03 3:12:50,Android,Chaco,Resistencia,male
130d0b5f,218,2018-07-05 0:53:00,Android,Buenos Aires,Chacabuco,male
1.31E+23,219,2018-07-06 16:47:12,Android,Buenos Aires,Mar del Plata,female
1313a78,216,2018-07-07 18:22:20,Android,Buenos Aires,Castelar,male
1314ce2e,217,2018-07-02 19:23:19,Android,Cordoba,Córdoba,male
131b12a6,221,2018-07-02 0:20:07,Android,Cordoba,Córdoba,male
131c04c8,220,2018-07-02 23:11:44,Android,Chubut,Sarmiento,female
131eb794,222,2018-07-01 1:34:16,Android,Buenos Aires,Mariano Moreno,male
13201cc8,223,2018-06-30 21:19:14,Android,Buenos Aires,Gonzalez Catan,male
132608b,224,2018-07-07 21:32:03,Android,Santa Fe Province,Arrufo,female
1326c615,225,2018-07-03 13:15:17,Android,Buenos Aires,Florencio Varela,female
13295993,227,2018-07-01 21:41:02,Android,Buenos Aires,Lanus,male
132b924a,229,2018-07-05 21:40:40,Android,Buenos Aires F.D.,Buenos Aires,male
1337e9ff,228,2018-07-04 0:28:30,Android,Buenos Aires,Matheu,female
13383c66,226,2018-06-30 5:22:33,Android,Cordoba,Córdoba,male
133a35f5,230,2018-07-07 22:48:58,Android,Buenos Aires,Rafael Castillo,male
133b3404,231,2018-07-04 3:39:54,Android,Buenos Aires,Nueve de Julio,male
1.34E+12,234,2018-07-02 18:39:06,Android,Salta,Salta,female
1345cf91,233,2018-07-01 14:44:56,Android,Cordoba,Córdoba,female
1346a8a0,232,2018-07-04 1:19:09,Android,Salta,Salta,female
13471157,236,2018-07-01 14:55:58,Android,La Pampa,Santa Rosa,male
13474732,238,2018-07-04 1:21:14,Android,Cordoba,Luque,male
1348c8a0,235,2018-07-06 2:54:55,Android,Buenos Aires,San Miguel,female
134d2e81,237,2018-07-01 3:06:36,Android,Buenos Aires,Lanus,male
135025c4,239,2018-07-07 19:47:17,Android,Buenos Aires,Ramos Mejia,female
1354491b,241,2018-07-05 3:11:27,Android,Buenos Aires F.D.,Buenos Aires,female
13563332,240,2018-07-01 16:50:54,Android,Buenos Aires,Sarandi,male
135b66ac,243,2018-07-03 1:42:08,Android,Cordoba,Córdoba,female
135c066d,242,2018-06-30 1:40:06,Android,Buenos Aires F.D.,Buenos Aires,female
135f455c,245,2018-07-06 1:49:38,Android,Buenos Aires,Garin,female
1368fa3c,244,2018-07-07 10:35:24,Android,Buenos Aires,Merlo,male
136b174f,247,2018-07-03 1:43:38,Android,Santiago del Estero,Anatuya,female
136d9b9,250,2018-07-06 16:14:25,iOS,Buenos Aires,San Fernando,female
13710cc8,248,2018-06-30 21:07:47,Android,Buenos Aires,Bahía Blanca,male
1376fc2c,249,2018-07-03 21:09:14,Android,Buenos Aires,Lanus,male
137ca01e,251,2018-06-30 21:08:25,Android,Buenos Aires,Florencio Varela,female
1387f360,246,2018-07-04 18:37:52,Android,Cordoba,Córdoba,female
138bd4c,255,2018-06-30 12:52:26,Android,Buenos Aires,Chascomus,female
138ceff3,252,2018-06-30 13:44:56,Android,Buenos Aires F.D.,Buenos Aires,female
139301c0,253,2018-07-04 15:23:39,Android,Tucuman,San Miguel de Tucumán,male
1394111e,254,2018-07-03 2:37:06,Android,Buenos Aires F.D.,Buenos Aires,female
139539f2,256,2018-07-02 21:43:46,Android,Santa Fe,Santa Fe,male
1398b933,258,2018-06-30 14:43:36,Android,Salta,Salta,female
139f3ad8,259,2018-07-02 16:44:43,Android,Buenos Aires,Libertad,male
13a2412c,257,2018-07-07 17:02:43,iOS,Buenos Aires,Lanus,male
13a63c3a,261,2018-07-03 3:02:15,Android,Rio Negro,Catriel,male
13ad68ef,260,2018-07-03 5:18:13,Android,Buenos Aires,Martinez,female
13af7e65,265,2018-07-04 0:31:05,Android,San Juan,Pocito,male
13b209fa,264,2018-07-02 23:09:13,Android,Jujuy,San Salvador de Jujuy,female
13b42a9,267,2018-07-07 8:11:43,Android,Entre Rios,Gualeguaychú,male
13c4639a,268,2018-07-04 0:42:27,Android,Chaco,Resistencia,male
13c98d33,263,2018-07-02 1:56:05,Android,Buenos Aires,San Justo,male
13ccf712,262,2018-07-05 2:02:36,Android,Tucuman,San Miguel de Tucumán,female
13d0b470,266,2018-07-02 1:25:22,Android,Tucuman,San Miguel de Tucumán,male
13d6399a,272,2018-07-01 5:23:25,Android,Buenos Aires,Libertad,female
13d69638,270,2018-07-04 13:28:56,Android,Buenos Aires,Jose Leon Suarez,female
13d85536,271,2018-07-03 2:49:45,Android,Buenos Aires,Belen de Escobar,male
13da41c5,269,2018-06-30 17:26:30,Android,Entre Rios,Concordia,female
13e37053,273,2018-07-03 23:53:45,Android,Misiones,Garupa,male
13e6b636,274,2018-07-01 17:07:20,Android,Cordoba,Córdoba,female
13e9f0cd,275,2018-07-01 0:38:48,Android,Mendoza,Tupungato,male
13eb2485,276,2018-06-30 18:53:14,Android,Cordoba,Laboulaye,male
13eb97bb,277,2018-07-01 19:26:11,Android,Buenos Aires,Quilmes,male
13ed0b84,278,2018-07-05 16:51:12,Android,Buenos Aires F.D.,Buenos Aires,male
13edfff3,280,2018-07-03 18:35:01,Android,Buenos Aires,Lanus,male
13f28e2a,279,2018-07-05 19:23:22,Android,Mendoza,Mendoza,male
13f40c80,281,2018-07-01 19:19:56,Android,Buenos Aires F.D.,Buenos Aires,male
13fd9e6f,282,2018-07-06 3:52:15,Android,Tucuman,Concepcion,male
13fe92ad,283,2018-07-01 19:33:47,Android,Entre Rios,Villa Angelica,male
14010f7c,284,2018-07-07 17:14:55,Android,Buenos Aires,Bragado,female
140ac39a,285,2018-06-30 10:21:24,Android,Santa Fe,Teodelina,female
140c975d,286,2018-07-02 22:55:19,Android,Buenos Aires,Lomas de Zamora,male
140e3d53,288,2018-07-03 0:34:04,Android,Buenos Aires,Ramos Mejia,male
14124998,289,2018-07-06 2:12:25,Android,Misiones,San Jose,female
141546ec,287,2018-07-02 16:07:14,Android,Buenos Aires,General Las Heras,male
1415b530,290,2018-07-01 14:38:00,Android,Buenos Aires,Bahía Blanca,male
1419eaee,291,2018-07-05 3:15:20,Android,Corrientes,Corrientes,female
141f67c2,293,2018-07-01 22:16:17,Android,Santa Cruz,Caleta Olivia,female
142261f2,292,2018-07-01 17:35:15,Android,Rio Negro,General Roca,male
14235d4f,294,2018-07-02 2:42:24,Android,Entre Rios,Villa Angelica,female
142726e,299,2018-07-04 19:51:05,Android,Buenos Aires F.D.,Buenos Aires,female
1430338a,296,2018-07-06 3:24:22,Android,Misiones,San Vicente,female
14378fc3,301,2018-07-02 2:05:09,Android,Misiones,Dos de Mayo,male
143cc40f,302,2018-07-02 0:50:16,Android,Buenos Aires F.D.,Buenos Aires,male
1.44E+14,298,2018-07-07 23:41:15,Android,Corrientes,Corrientes,unknown
1445fc4f,300,2018-07-03 22:11:00,Android,Cordoba,Alta Cordoba,female
144a5835,295,2018-06-30 0:08:52,Android,Buenos Aires,Olavarría,female
144b4c04,297,2018-07-02 22:20:47,Android,Entre Rios,Villa Angelica,female
144ee5ee,304,2018-07-02 22:30:48,Android,Santiago del Estero,Fernandez,female
1459e764,303,2018-07-06 19:51:27,Android,Entre Rios,Villa Angelica,female
145c48e1,307,2018-07-01 19:22:39,Android,Mendoza,Godoy Cruz,female
14624a48,306,2018-06-30 0:30:54,Android,Buenos Aires,Manuel J. Cobo,male
1.47E+85,309,2018-07-04 3:04:06,Android,Cordoba,Salsipuedes,female
146703ee,308,2018-07-03 23:50:25,Android,Cordoba,Rio Tercero,female
146a8a26,305,2018-07-02 21:01:16,Android,Buenos Aires F.D.,Buenos Aires,female
146db892,310,2018-07-07 3:03:28,Android,Buenos Aires,Claypole,male
146ef1a7,312,2018-07-02 1:51:49,Android,Santa Fe,Rosario,male
14702154,311,2018-06-30 2:05:34,Android,Neuquen,Neuquén,female
14736100,313,2018-07-01 4:33:41,Android,Buenos Aires,Burzaco,female
14799dca,314,2018-07-02 1:39:33,Android,Buenos Aires,Mar del Plata,male
1482121,315,2018-07-03 1:51:34,Android,Buenos Aires,Lomas de Zamora,male
1484b1ee,318,2018-07-05 14:23:46,Android,Tucuman,La Madrid,female
1.50E+49,317,2018-07-05 2:09:56,Android,Entre Rios,Concepción del Uruguay,female
149b75d0,320,2018-07-07 8:01:04,Android,Buenos Aires,Saenz Pena,female
149dc290,316,2018-07-04 16:51:42,Android,Buenos Aires,Mariano Moreno,female
14a10653,319,2018-07-04 13:44:51,iOS,Corrientes,Corrientes,female
14a147da,321,2018-07-07 23:21:42,Android,Buenos Aires,Lanus,male
14a2a5f0,326,2018-07-07 0:55:49,Android,Tucuman,San Miguel de Tucumán,male
14aa87ac,323,2018-07-04 20:13:30,Android,Corrientes,Corrientes,male
14b2691,325,2018-07-06 1:05:24,Android,Buenos Aires,Florencio Varela,male
14b3bce5,322,2018-07-04 17:46:17,Android,Santa Fe,Reconquista,female
14b48d7e,324,2018-07-01 21:38:35,Android,Cordoba,Laborde,female
14b4e157,327,2018-07-01 2:24:02,Android,Buenos Aires,San Vicente,female
14b60762,328,2018-07-04 14:59:14,Android,Cordoba,Villa Dolores,male
14bc659f,330,2018-07-04 21:23:54,Android,Mendoza,San Rafael,female
14be0f35,329,2018-07-02 0:26:06,Android,Cordoba,Córdoba,female
14be40e3,336,2018-07-07 18:58:00,Android,Buenos Aires,San Fernando,female
14c296e6,334,2018-07-02 16:21:12,Android,Cordoba,Córdoba,female
14c2cba3,335,2018-07-04 20:38:11,Android,Buenos Aires F.D.,Buenos Aires,female
14c4db18,332,2018-07-01 15:40:32,Android,Cordoba,Córdoba,male
14c6b1ac,331,2018-07-07 0:54:06,Android,Buenos Aires,Mariano Moreno,female
14c86b31,333,2018-07-01 16:09:04,Android,Entre Rios,Villa Angelica,male
14c8cead,339,2018-06-30 0:40:38,Android,Buenos Aires,Vicente Lopez,female
14c968c8,338,2018-07-05 23:41:02,Android,Mendoza,Malargüe,female
14ca24bf,337,2018-07-06 23:02:16,Android,Buenos Aires,Esteban Echeverria,male
14ceba66,340,2018-07-06 11:40:42,Android,Corrientes,Corrientes,male
14cebc78,341,2018-07-04 3:10:31,Android,Cordoba,Córdoba,female
14d2bc45,342,2018-07-03 4:26:44,Android,Buenos Aires F.D.,Buenos Aires,male
